seed	query_index	condition_key	perturbation_id	cell_line	selected_residual_scale	flip_type	source_top1_correct	floor_top1_correct	selected_top1_correct	floor_rank	selected_rank	rank_change_selected_minus_floor	source_margin	floor_margin	selected_margin	margin_change_selected_minus_floor	floor_correct_score	floor_best_wrong_score	selected_correct_score	selected_best_wrong_score	floor_top1_label	selected_top1_label	same_top1_label_as_floor	floor_transition_gain	selected_transition_gain	transition_gain_change_selected_minus_floor	floor_delta_cosine	selected_delta_cosine	delta_cosine_change_selected_minus_floor	residual_norm	floor_near_tie_0p02	selected_near_tie_0p02	floor_near_tie_0p05	selected_near_tie_0p05	rowwise_active	rowwise_risk_score
28	0	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.0029186872373239137	0.03215477925989019	0.03242038160064431	0.00026560234075412303	0.987673663405984	0.9555188841460938	0.9875051164867993	0.955084734886155	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.028270174788049718	0.02810162786886472	-0.00016854691918499753	0.5255012293191412	0.5255012293191412	0.0	0.013440241030014942	False	False	True	True	True	-3.88944645633764
28	1	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.0010336390610663493	0.03277879492004565	0.033169025781078276	0.0003902308610326255	0.9833419166874834	0.9505631217674377	0.9827980550334704	0.9496290292523921	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	-0.006516247987991108	-0.0074304469761170555	-0.0009141989881259471	0.4426459984247217	0.44264599842472174	5.551115123125783e-17	0.02913252280793645	False	False	True	True	True	-2.65996566092237
28	2	pert=10|dose=1|cell=0	10	cell_line_0	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.02033313084872801	0.02990142019263864	0.02990142019263864	0.0	0.9915102994206908	0.9616088792280522	0.9915102994206908	0.9616088792280522	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.025560454479257033	0.025560454479257033	0.0	0.4451959348181747	0.4451959348181747	0.0	0.0	False	False	True	True	True	-4.945899748575165
28	3	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.052699175812401466	0.06783442513253601	0.06783442513253601	0.0	0.9949104758575202	0.9270760507249842	0.9949104758575202	0.9270760507249842	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.10606192269641246	0.10606192269641246	0.0	0.9464045400915215	0.9464045400915215	0.0	0.0	False	False	False	False	True	-3.2273981567173595
28	4	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.06041555528183162	0.06316386908319649	0.06316386908319649	0.0	0.9949911045010347	0.9318272354178382	0.9949911045010347	0.9318272354178382	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.17887250472771776	0.17887250472771776	0.0	0.9870835422643046	0.9870835422643046	0.0	0.0	False	False	False	False	True	-3.003984699515721
28	5	pert=10|dose=1|cell=1	10	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.08040856620086656	0.06288752750704629	0.06288752750704629	0.0	0.9951488235890732	0.9322612960820269	0.9951488235890732	0.9322612960820269	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.19562690784857772	0.19562690784857772	0.0	0.9412324434956675	0.9412324434956675	0.0	0.0	False	False	False	False	True	-3.1529397377992554
28	6	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.1309633899894641	0.27157444541646236	0.27157444541646236	0.0	0.9881460076952742	0.7165715622788118	0.9881460076952742	0.7165715622788118	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.13710058552503734	0.13710058552503734	0.0	0.9439204279879783	0.9439204279879783	0.0	0.0	False	False	False	False	False	-0.0
28	7	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.04533533143790114	0.2733178628554329	0.2733178628554329	0.0	0.9899594499909188	0.7166415871354859	0.9899594499909188	0.7166415871354859	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.3877271089409766	0.3877271089409766	0.0	0.9818088203725984	0.9818088203725984	0.0	0.0	False	False	False	False	False	-0.0
28	8	pert=10|dose=1|cell=2	10	cell_line_2	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.12485874630497407	0.2641814736940614	0.2641814736940614	0.0	0.9903254751386187	0.7261440014445573	0.9903254751386187	0.7261440014445573	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.33161894304436323	0.33161894304436323	0.0	0.9498266026137065	0.9498266026137065	0.0	0.0	False	False	False	False	False	-0.0
28	9	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.023676291234959845	0.03935384329361824	0.03937378397245872	1.9940678840479897e-05	0.9763545316976693	0.937000688404051	0.9763313639158209	0.9369575799433622	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.04380507181353077	0.04378190403168225	-2.3167781848520974e-05	0.9024012838692207	0.9024012838692207	0.0	0.0012104899965422078	False	False	True	True	True	-3.3271892815129123
28	10	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.01657576053224097	0.04116529026546767	0.04116529026546767	0.0	0.9769128041490576	0.9357475138835899	0.9769128041490576	0.9357475138835899	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.028031882685593423	0.028031882685593423	0.0	0.8942676903623965	0.8942676903623965	0.0	0.0	False	False	True	True	True	-3.5295944867046085
28	11	pert=11|dose=1|cell=0	11	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.04498934563848678	0.04511692112500554	0.04524012040164549	0.00012319927663995145	0.9757885873325265	0.930671666207521	0.9756454597222626	0.9304053393206171	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.024269796372006547	0.02407898964473354	-0.0001908067272730074	0.8495183010281162	0.849518301028116	-2.220446049250313e-16	0.0076958903661133796	False	False	True	True	True	-3.029807090670431
28	12	pert=11|dose=1|cell=1	11	cell_line_1	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.004546137766099689	0.0019320263820382655	0.0019320263820382655	0.0	0.9965327513330606	0.9946007249510224	0.9965327513330606	0.9946007249510224	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.060514172816027445	0.060514172816027445	0.0	0.9540050829032618	0.9540050829032618	0.0	0.0	True	True	True	True	True	-3.3216069678335955
28	13	pert=11|dose=1|cell=1	11	cell_line_1	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	8.140847475235358e-05	0.0017178101085594255	0.0017178101085594255	0.0	0.9957042384110911	0.9939864283025317	0.9957042384110911	0.9939864283025317	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.10819669038679158	0.10819669038679158	0.0	0.9489682700172428	0.9489682700172428	0.0	0.0	True	True	True	True	True	-3.2064888266230156
28	14	pert=11|dose=1|cell=1	11	cell_line_1	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.00017252538916157079	0.0003172732258261979	0.0003172732258261979	0.0	0.9940872222674317	0.9937699490416055	0.9940872222674317	0.9937699490416055	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.0746888255718352	0.0746888255718352	0.0	0.9344388411365608	0.9344388411365608	0.0	0.0	True	True	True	True	True	-3.396522396219338
28	15	pert=11|dose=1|cell=2	11	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.14816989361167687	0.17715595270042883	0.17715595270042883	0.0	0.9780715439749641	0.8009155912745353	0.9780715439749641	0.8009155912745353	pert=11|dose=1|cell=2	pert=11|dose=1|cell=2	True	0.2826949130013835	0.2826949130013835	0.0	0.9281866970432129	0.9281866970432129	0.0	0.0	False	False	False	False	False	-0.0
28	16	pert=11|dose=1|cell=2	11	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.04533533143790114	0.17269464957924308	0.17269464957924308	0.0	0.9796283747096104	0.8069337251303673	0.9796283747096104	0.8069337251303673	pert=11|dose=1|cell=2	pert=11|dose=1|cell=2	True	0.2682076825424907	0.2682076825424907	0.0	0.7931919890674172	0.7931919890674172	0.0	0.0	False	False	False	False	False	-0.0
28	17	pert=11|dose=1|cell=2	11	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.24318845617071055	0.17487581748871583	0.17487581748871583	0.0	0.9723449828398257	0.7974691653511099	0.9723449828398257	0.7974691653511099	pert=11|dose=1|cell=2	pert=11|dose=1|cell=2	True	0.5234314507634654	0.5234314507634654	0.0	0.8880035432401513	0.8880035432401513	0.0	0.0	False	False	False	False	False	-0.0
28	18	pert=9|dose=1|cell=0	9	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.0029186872373239137	0.005454100559222574	0.005454100559222574	0.0	0.9902204359894646	0.9847663354302421	0.9902204359894646	0.9847663354302421	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.013490485111679162	0.013490485111679162	0.0	0.8665117121993724	0.8665117121993724	0.0	0.0	True	True	True	True	True	-4.071222922347756
28	19	pert=9|dose=1|cell=0	9	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.0010336390610663493	0.004661235687182574	0.004661235687182574	0.0	0.9904934008252516	0.985832165138069	0.9904934008252516	0.985832165138069	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.03145837179471045	0.03145837179471045	0.0	0.9282797207778318	0.9282797207778318	0.0	0.0	True	True	True	True	True	-3.663951908072865
28	20	pert=9|dose=1|cell=0	9	cell_line_0	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.02033313084872801	0.003545531508387878	0.003545531508387878	0.0	0.9895119200577179	0.98596638854933	0.9895119200577179	0.98596638854933	pert=9|dose=1|cell=0	pert=9|dose=1|cell=0	True	0.03245296640137674	0.03245296640137674	0.0	0.8643285103540299	0.8643285103540299	0.0	0.0	True	True	True	True	True	-4.006381756737591
28	21	pert=9|dose=1|cell=1	9	cell_line_1	0.05	still_wrong	False	False	False	3.0	3.0	0.0	-0.004546137766099689	-0.0013823618700975482	-0.0013816954622699607	6.66407827587534e-07	0.9867489019042887	0.9881312637743862	0.9867471027085236	0.9881287981707936	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.080570817980115	0.08056901878434941	-1.799195765594952e-06	0.7019250157988062	0.7019250157988061	-1.1102230246251565e-16	0.00026060267987599884	True	True	True	True	True	-3.603685852531774
28	22	pert=9|dose=1|cell=1	9	cell_line_1	0.05	still_wrong	False	False	False	3.0	3.0	0.0	-8.140847475235358e-05	-0.000525934470689049	-0.0005649533456258959	-3.901887493684697e-05	0.988304376576934	0.9888303110476231	0.9881637969113302	0.9887287502569561	pert=11|dose=1|cell=1	pert=11|dose=1|cell=1	True	0.08687284229078873	0.08671748368821053	-0.00015535860257820389	0.7264887712149617	0.7264887712149617	0.0	0.008713775604216203	True	True	True	True	True	-3.2342240473133317
28	23	pert=9|dose=1|cell=1	9	cell_line_1	0.05	preserved_correct	True	True	True	1.0	1.0	0.0	0.00017252538916157079	0.0015966287597530826	0.0015966287597530826	0.0	0.9874042150351052	0.9858075862753521	0.9874042150351052	0.9858075862753521	pert=9|dose=1|cell=1	pert=9|dose=1|cell=1	True	0.060328332586219946	0.060328332586219946	0.0	0.6028269722042152	0.6028269722042152	0.0	0.0	True	True	True	True	True	-4.137486378059014
28	24	pert=9|dose=1|cell=2	9	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.4384608772382394	0.19767986622710076	0.2076600766373452	0.009980210410244439	0.9580145890602053	0.7603347228331045	0.960170857637018	0.7525107809996728	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.517745187528263	0.5193515975268737	0.001606409998610614	0.925183168376974	0.925183168376974	0.0	0.08821884092279247	False	False	False	False	True	-2.5145682788554877
28	25	pert=9|dose=1|cell=2	9	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.45291856569469274	0.21258416439318106	0.219340814404827	0.006756650011645937	0.962743618980442	0.750159454587261	0.9643891471661004	0.7450483327612734	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.6860600660186877	0.687548863462301	0.001488797443613299	0.9066305689098433	0.9066305689098431	-2.220446049250313e-16	0.07597035118617705	False	False	False	False	True	-1.8620203728622102
28	26	pert=9|dose=1|cell=2	9	cell_line_2	0.05	preserved_correct	False	True	True	1.0	1.0	0.0	-0.42486158729243984	0.2135887087648526	0.21870556865742585	0.005116859892573267	0.9603467718700309	0.7467580631051783	0.9612485615278447	0.7425429928704188	pert=9|dose=1|cell=2	pert=9|dose=1|cell=2	True	0.781944844652402	0.7828466343102158	0.0009017896578137341	0.9631046293170235	0.9631046293170235	0.0	0.06446718004952895	False	False	False	False	True	-1.453465854235062
29	0	pert=10|dose=1|cell=0	10	cell_line_0	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.1217900887645269	0.08898843917741295	0.08903347289322205	4.503371580910631e-05	0.9309636501634386	0.8419752109860257	0.9309433222467401	0.8419098493535181	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.3419436154315467	0.3419227681157634	-2.084731578333443e-05	0.8463574638718017	0.8463574638718016	-1.1102230246251565e-16	0.002137083243417908	False	False	False	False	True	-1000000000.0
29	1	pert=10|dose=1|cell=0	10	cell_line_0	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.33149930601684674	0.10311453555501549	0.10320281980381563	8.828424880014119e-05	0.9262137757836363	0.8230992402286208	0.9262376149075953	0.8230347951037796	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.5007142433857033	0.5007316559505899	1.741256488674292e-05	0.8715560249139501	0.8715560249139502	1.1102230246251565e-16	0.0015121478047746147	False	False	False	False	True	-1000000000.0
29	2	pert=10|dose=1|cell=0	10	cell_line_0	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.19937252655029003	0.10181756592102464	0.10198251557606786	0.00016494965504321168	0.9367768992416915	0.8349593333206669	0.9368108336089798	0.8348283180329119	pert=10|dose=1|cell=0	pert=10|dose=1|cell=0	True	0.4880324110400674	0.4880663454073559	3.393436728849064e-05	0.9241052909135112	0.9241052909135111	-1.1102230246251565e-16	0.0035313628727165515	False	False	False	False	True	-1000000000.0
29	3	pert=10|dose=1|cell=1	10	cell_line_1	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.030542987664969212	0.05319090070232113	0.05321875195663728	2.785125431614688e-05	0.975654202596563	0.9224633018942419	0.9756273907182407	0.9224086387616034	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.1695848529736761	0.16955804109535377	-2.6811878322319238e-05	0.8595343206911739	0.8595343206911737	-1.1102230246251565e-16	0.001525205654757644	False	False	False	False	True	-1000000000.0
29	4	pert=10|dose=1|cell=1	10	cell_line_1	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.08362944170727149	0.08576284046031935	0.08585885727154097	9.601681122162198e-05	0.9714418318637941	0.8856789914034747	0.9714045533041914	0.8855456960326504	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.1334556233706734	0.13338623511581693	-6.938825485647282e-05	0.7727471685633936	0.7727471685633938	1.1102230246251565e-16	0.0021810421715246007	False	False	False	False	True	-1000000000.0
29	5	pert=10|dose=1|cell=1	10	cell_line_1	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.08416165488338934	0.05376659902608516	0.053886003561137374	0.00011940453505221438	0.9822077970468117	0.9284411980207266	0.9822026128119319	0.9283166092507945	pert=10|dose=1|cell=1	pert=10|dose=1|cell=1	True	0.20048580574405428	0.20048062150917412	-5.184234880162286e-06	0.9127942628311826	0.9127942628311826	0.0	0.00262010981610158	False	False	False	False	True	-1000000000.0
29	6	pert=10|dose=1|cell=2	10	cell_line_2	0.005	preserved_correct	True	True	True	1.0	1.0	0.0	0.006755340601213189	0.02077619447356094	0.02077619447356094	0.0	0.989420810798268	0.9686446163247071	0.989420810798268	0.9686446163247071	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.058358114640271186	0.058358114640271186	0.0	0.9563173711396732	0.9563173711396732	0.0	0.0	False	False	True	True	True	-1000000000.0
29	7	pert=10|dose=1|cell=2	10	cell_line_2	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.011984780386250726	0.019980032097813294	0.019980032097813294	0.0	0.9840052763034873	0.964025244205674	0.9840052763034873	0.964025244205674	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.10354036468078942	0.10354036468078942	0.0	0.9586304051421424	0.9586304051421424	0.0	0.0	True	True	True	True	True	-1000000000.0
29	8	pert=10|dose=1|cell=2	10	cell_line_2	0.005	preserved_correct	False	True	True	1.0	1.0	0.0	-0.024820571383727286	0.018629696971728338	0.018629696971728338	0.0	0.9897592464914404	0.9711295495197121	0.9897592464914404	0.9711295495197121	pert=10|dose=1|cell=2	pert=10|dose=1|cell=2	True	0.15296548320808345	0.15296548320808345	0.0	0.9728642065791482	0.9728642065791482	0.0	0.0	True	True	True	True	True	-1000000000.0
29	9	pert=11|dose=1|cell=0	11	cell_line_0	0.005	preserved_correct	True	True	True	1.0	1.0	0.0	0.1217900887645269	0.34822189246961455	0.34822189246961455	0.0	0.9602528586400875	0.6120309661704729	0.9602528586400875	0.6120309661704729	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.3810515977110379	0.3810515977110379	0.0	0.944221858644043	0.944221858644043	0.0	0.0	False	False	False	False	True	-1000000000.0
29	10	pert=11|dose=1|cell=0	11	cell_line_0	0.005	preserved_correct	True	True	True	1.0	1.0	0.0	0.19797407251219656	0.34041987416089947	0.34041987416089947	0.0	0.9391863234512094	0.59876644929031	0.9391863234512094	0.59876644929031	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.17782383501954901	0.17782383501954901	0.0	0.8094957351314649	0.8094957351314649	0.0	0.0	False	False	False	False	True	-1000000000.0
29	11	pert=11|dose=1|cell=0	11	cell_line_0	0.005	preserved_correct	True	True	True	1.0	1.0	0.0	0.19937252655029003	0.354620831699034	0.354620831699034	0.0	0.9613295761522452	0.6067087444532112	0.9613295761522452	0.6067087444532112	pert=11|dose=1|cell=0	pert=11|dose=1|cell=0	True	0.2176118221279908	0.2176118221279908	0.0	0.8903124068052254	0.8903124068052254	0.0	0.0	False	False	False	False	True	-1000000000.0
