tar_file	member_name	normalized_image_id	size_bytes	typeflag	offset
crispr_screen_20240615_chunk_aa.tar	100000024761494857298569926110060627021.npz	100000024761494857298569926110060627021	78611	0	0
crispr_screen_20240615_chunk_aa.tar	100000235360096190881752765667944812208.npz	100000235360096190881752765667944812208	94424	0	79360
crispr_screen_20240615_chunk_aa.tar	100000238608830404563000561053135801800.npz	100000238608830404563000561053135801800	39305	0	174592
crispr_screen_20240615_chunk_aa.tar	100000251864987355764392889221243415948.npz	100000251864987355764392889221243415948	131842	0	214528
crispr_screen_20240615_chunk_aa.tar	100000364886166220073588621151611719403.npz	100000364886166220073588621151611719403	146901	0	347136
crispr_screen_20240615_chunk_aa.tar	100000489918494630920482672582203866452.npz	100000489918494630920482672582203866452	87602	0	494592
crispr_screen_20240615_chunk_aa.tar	100000830185540017450374120249317817068.npz	100000830185540017450374120249317817068	67630	0	583168
crispr_screen_20240615_chunk_aa.tar	100000943623197467400129996971617948926.npz	100000943623197467400129996971617948926	146320	0	651776
crispr_screen_20240615_chunk_aa.tar	100001002088337103064787413928026615920.npz	100001002088337103064787413928026615920	52242	0	798720
crispr_screen_20240615_chunk_aa.tar	100001212342975985766672256078858246231.npz	100001212342975985766672256078858246231	132698	0	851968
crispr_screen_20240615_chunk_aa.tar	100001414326317306961335389448996832749.npz	100001414326317306961335389448996832749	36421	0	985600
crispr_screen_20240615_chunk_aa.tar	100001546057789672196375941637678957774.npz	100001546057789672196375941637678957774	265143	0	1022976
crispr_screen_20240615_chunk_aa.tar	100001686499937634276896147819564186281.npz	100001686499937634276896147819564186281	32364	0	1288704
crispr_screen_20240615_chunk_aa.tar	10000193181701322695309738112087928187.npz	10000193181701322695309738112087928187	65831	0	1321984
crispr_screen_20240615_chunk_aa.tar	100001942800326932781211362742756254304.npz	100001942800326932781211362742756254304	42235	0	1388544
crispr_screen_20240615_chunk_aa.tar	100002086081481261348637268776090156999.npz	100002086081481261348637268776090156999	49244	0	1431552
crispr_screen_20240615_chunk_aa.tar	100002158983656557713946336365906233077.npz	100002158983656557713946336365906233077	49212	0	1481728
crispr_screen_20240615_chunk_aa.tar	100002171017808260700432409854902357432.npz	100002171017808260700432409854902357432	52503	0	1531904
crispr_screen_20240615_chunk_aa.tar	100002397297103439076661068531401716607.npz	100002397297103439076661068531401716607	137784	0	1585152
crispr_screen_20240615_chunk_aa.tar	10000240839447879029459481488857114886.npz	10000240839447879029459481488857114886	131470	0	1723904
crispr_screen_20240615_chunk_aa.tar	100002424758241549788675760516472008713.npz	100002424758241549788675760516472008713	125214	0	1856000
crispr_screen_20240615_chunk_aa.tar	100002458675617662638340714365486933795.npz	100002458675617662638340714365486933795	107046	0	1981952
crispr_screen_20240615_chunk_aa.tar	100002511045558835134046828010596331456.npz	100002511045558835134046828010596331456	39419	0	2089984
crispr_screen_20240615_chunk_aa.tar	100002870715850289911255154142104074127.npz	100002870715850289911255154142104074127	42797	0	2129920
crispr_screen_20240615_chunk_aa.tar	10000289466246380601229747508165581780.npz	10000289466246380601229747508165581780	95803	0	2173440
crispr_screen_20240615_chunk_aa.tar	100002960673790437723041482723357693510.npz	100002960673790437723041482723357693510	138787	0	2270208
crispr_screen_20240615_chunk_aa.tar	100003027898952803509924270657553326252.npz	100003027898952803509924270657553326252	63107	0	2409984
crispr_screen_20240615_chunk_aa.tar	100003049064775248614467463702953505066.npz	100003049064775248614467463702953505066	24260	0	2473984
crispr_screen_20240615_chunk_aa.tar	100003112720048605595248584699752045676.npz	100003112720048605595248584699752045676	120406	0	2499072
crispr_screen_20240615_chunk_aa.tar	100003277651897781476946303707042959002.npz	100003277651897781476946303707042959002	144295	0	2620416
crispr_screen_20240615_chunk_aa.tar	100003320877215734124514692699328271352.npz	100003320877215734124514692699328271352	143344	0	2765312
crispr_screen_20240615_chunk_aa.tar	100003389251074032727904745517953153678.npz	100003389251074032727904745517953153678	65405	0	2909184
crispr_screen_20240615_chunk_aa.tar	100003429739578604623239825990965088955.npz	100003429739578604623239825990965088955	111426	0	2975232
crispr_screen_20240615_chunk_aa.tar	100003459558940445565135610488267052561.npz	100003459558940445565135610488267052561	70544	0	3087360
crispr_screen_20240615_chunk_aa.tar	100003486526125897659587306706605922004.npz	100003486526125897659587306706605922004	30860	0	3158528
crispr_screen_20240615_chunk_aa.tar	10000349889778130142134577637526833787.npz	10000349889778130142134577637526833787	80542	0	3190272
crispr_screen_20240615_chunk_aa.tar	100003554384879077812133968924309181004.npz	100003554384879077812133968924309181004	56428	0	3271680
crispr_screen_20240615_chunk_aa.tar	10000364354944252219849670650128032337.npz	10000364354944252219849670650128032337	98957	0	3329024
crispr_screen_20240615_chunk_aa.tar	10000372391912158512952532434829519247.npz	10000372391912158512952532434829519247	130543	0	3428864
crispr_screen_20240615_chunk_aa.tar	100003958697753346287553430860590482365.npz	100003958697753346287553430860590482365	30865	0	3559936
crispr_screen_20240615_chunk_aa.tar	100003996867863374353090975861164666468.npz	100003996867863374353090975861164666468	41145	0	3591680
crispr_screen_20240615_chunk_aa.tar	100004093603218083395987529629627218794.npz	100004093603218083395987529629627218794	35655	0	3633664
crispr_screen_20240615_chunk_aa.tar	100004220403679107616573604705921750491.npz	100004220403679107616573604705921750491	32682	0	3670016
crispr_screen_20240615_chunk_aa.tar	100004246111585819627240225661609124958.npz	100004246111585819627240225661609124958	92437	0	3703296
crispr_screen_20240615_chunk_aa.tar	100004279595288822839739355432445001291.npz	100004279595288822839739355432445001291	32903	0	3796480
crispr_screen_20240615_chunk_aa.tar	100004284722487150007705335649499234108.npz	100004284722487150007705335649499234108	84684	0	3830272
crispr_screen_20240615_chunk_aa.tar	100004628962442287702495443205276670203.npz	100004628962442287702495443205276670203	59087	0	3915776
crispr_screen_20240615_chunk_aa.tar	100004645826117268675016650604129558791.npz	100004645826117268675016650604129558791	44798	0	3975680
crispr_screen_20240615_chunk_aa.tar	100004653440422905965557769650402026326.npz	100004653440422905965557769650402026326	100893	0	4021248
crispr_screen_20240615_chunk_aa.tar	100004686964922353514544703478806832257.npz	100004686964922353514544703478806832257	228161	0	4123136
crispr_screen_20240615_chunk_aa.tar	100004702246519701430070436306617900342.npz	100004702246519701430070436306617900342	59071	0	4352000
crispr_screen_20240615_chunk_aa.tar	100004761436817750476414225205255122436.npz	100004761436817750476414225205255122436	115785	0	4411904
crispr_screen_20240615_chunk_aa.tar	100004763032790803630307421192152978912.npz	100004763032790803630307421192152978912	75059	0	4528640
crispr_screen_20240615_chunk_aa.tar	10000480668496075050778621856604125580.npz	10000480668496075050778621856604125580	113227	0	4604416
crispr_screen_20240615_chunk_aa.tar	100004829287945001930541782679553851496.npz	100004829287945001930541782679553851496	96805	0	4718592
crispr_screen_20240615_chunk_aa.tar	100004912606572084843183117981499986362.npz	100004912606572084843183117981499986362	39814	0	4816384
crispr_screen_20240615_chunk_aa.tar	100004921498777590126241617683245993937.npz	100004921498777590126241617683245993937	49456	0	4856832
crispr_screen_20240615_chunk_aa.tar	100004927968884516180812724674590147350.npz	100004927968884516180812724674590147350	34892	0	4907008
crispr_screen_20240615_chunk_aa.tar	100004930599079124019461186544242350324.npz	100004930599079124019461186544242350324	127498	0	4942848
crispr_screen_20240615_chunk_aa.tar	100004941137534513192813404067853954446.npz	100004941137534513192813404067853954446	74000	0	5071360
crispr_screen_20240615_chunk_aa.tar	100004945668327351229362101698968345581.npz	100004945668327351229362101698968345581	142424	0	5146112
crispr_screen_20240615_chunk_aa.tar	100005031863998465741316556342417393670.npz	100005031863998465741316556342417393670	31669	0	5289472
crispr_screen_20240615_chunk_aa.tar	100005072117968983495813252227400440640.npz	100005072117968983495813252227400440640	101337	0	5321728
crispr_screen_20240615_chunk_aa.tar	100005142888432048774978767083215137164.npz	100005142888432048774978767083215137164	112794	0	5423616
crispr_screen_20240615_chunk_aa.tar	100005159197473624593483863237932648576.npz	100005159197473624593483863237932648576	93368	0	5537280
crispr_screen_20240615_chunk_aa.tar	100005295501902524100238575359553560759.npz	100005295501902524100238575359553560759	82167	0	5631488
crispr_screen_20240615_chunk_aa.tar	100005325940079669370896626843521759585.npz	100005325940079669370896626843521759585	118532	0	5714432
crispr_screen_20240615_chunk_aa.tar	100005356646571803284651920695785710292.npz	100005356646571803284651920695785710292	65406	0	5833728
crispr_screen_20240615_chunk_aa.tar	100005481289431478212907669527385944231.npz	100005481289431478212907669527385944231	38721	0	5899776
crispr_screen_20240615_chunk_aa.tar	100005490669699656910072122161500093988.npz	100005490669699656910072122161500093988	43770	0	5939200
crispr_screen_20240615_chunk_aa.tar	100005495969472082034380368121594193884.npz	100005495969472082034380368121594193884	77437	0	5983744
crispr_screen_20240615_chunk_aa.tar	100005524207782617286010162600440424331.npz	100005524207782617286010162600440424331	31101	0	6062080
crispr_screen_20240615_chunk_aa.tar	100005617558074949052926844287997467459.npz	100005617558074949052926844287997467459	69869	0	6093824
crispr_screen_20240615_chunk_aa.tar	100005727063523486556997823230702424582.npz	100005727063523486556997823230702424582	51375	0	6164480
crispr_screen_20240615_chunk_aa.tar	100005794615714840440956860864393629242.npz	100005794615714840440956860864393629242	36473	0	6216704
crispr_screen_20240615_chunk_aa.tar	10000604140000890038633130206577510168.npz	10000604140000890038633130206577510168	34653	0	6254080
crispr_screen_20240615_chunk_aa.tar	100006049407994513553817230411588167972.npz	100006049407994513553817230411588167972	121470	0	6289408
crispr_screen_20240615_chunk_aa.tar	100006201928993115343833623002409885682.npz	100006201928993115343833623002409885682	118135	0	6411776
crispr_screen_20240615_chunk_aa.tar	100006322326471535617078849432851610099.npz	100006322326471535617078849432851610099	49583	0	6530560
crispr_screen_20240615_chunk_aa.tar	10000646078981910652612372973924341232.npz	10000646078981910652612372973924341232	49668	0	6580736
crispr_screen_20240615_chunk_aa.tar	100006488338983110074038635549176769228.npz	100006488338983110074038635549176769228	151301	0	6631424
crispr_screen_20240615_chunk_aa.tar	100006553485023970643288368456852136997.npz	100006553485023970643288368456852136997	125196	0	6783488
crispr_screen_20240615_chunk_aa.tar	100006588413100858136456969530313966711.npz	100006588413100858136456969530313966711	47617	0	6909440
crispr_screen_20240615_chunk_aa.tar	100006598987390003416106352159769755515.npz	100006598987390003416106352159769755515	35612	0	6958080
crispr_screen_20240615_chunk_aa.tar	100006614603973384932407489972778892100.npz	100006614603973384932407489972778892100	37093	0	6994432
crispr_screen_20240615_chunk_aa.tar	100006724370292443706319118091415525663.npz	100006724370292443706319118091415525663	131162	0	7032320
crispr_screen_20240615_chunk_aa.tar	10000678704351213969717669019734072422.npz	10000678704351213969717669019734072422	77089	0	7164416
crispr_screen_20240615_chunk_aa.tar	100006811693529797434761619849331042800.npz	100006811693529797434761619849331042800	65227	0	7242240
crispr_screen_20240615_chunk_aa.tar	10000685611916442650244339468293933633.npz	10000685611916442650244339468293933633	65486	0	7308288
crispr_screen_20240615_chunk_aa.tar	100006871581339412063728835987028791830.npz	100006871581339412063728835987028791830	188292	0	7374336
crispr_screen_20240615_chunk_aa.tar	100006914510026839170263156793532808278.npz	100006914510026839170263156793532808278	70614	0	7563264
crispr_screen_20240615_chunk_aa.tar	100006927671238357598018907772966116028.npz	100006927671238357598018907772966116028	87378	0	7634432
crispr_screen_20240615_chunk_aa.tar	100006987701184940413570771373629689788.npz	100006987701184940413570771373629689788	144797	0	7722496
crispr_screen_20240615_chunk_aa.tar	10000700065195200077574035484028363076.npz	10000700065195200077574035484028363076	92181	0	7867904
crispr_screen_20240615_chunk_aa.tar	100007002719406857543794096191257833668.npz	100007002719406857543794096191257833668	39839	0	7961088
crispr_screen_20240615_chunk_aa.tar	100007020379033757816725197789809985915.npz	100007020379033757816725197789809985915	155142	0	8001536
crispr_screen_20240615_chunk_aa.tar	100007039994042605960496253822852605069.npz	100007039994042605960496253822852605069	119325	0	8157696
crispr_screen_20240615_chunk_aa.tar	100007047702475218710777274973851243450.npz	100007047702475218710777274973851243450	172916	0	8278016
crispr_screen_20240615_chunk_aa.tar	10000707131342444013400303020807480277.npz	10000707131342444013400303020807480277	102615	0	8451584
crispr_screen_20240615_chunk_aa.tar	100007107534368334036433042687900628482.npz	100007107534368334036433042687900628482	251001	0	8555008
crispr_screen_20240615_chunk_aa.tar	100007162384580364242349065511786412416.npz	100007162384580364242349065511786412416	52751	0	8806912
crispr_screen_20240615_chunk_aa.tar	100007194382881111039046901621000645009.npz	100007194382881111039046901621000645009	43938	0	8860672
crispr_screen_20240615_chunk_aa.tar	100007409421916472516539134949809317870.npz	100007409421916472516539134949809317870	37592	0	8905216
crispr_screen_20240615_chunk_aa.tar	10000753090018733464282955335826496672.npz	10000753090018733464282955335826496672	184858	0	8943616
crispr_screen_20240615_chunk_aa.tar	100007537768193442038497024086325876861.npz	100007537768193442038497024086325876861	101993	0	9129472
crispr_screen_20240615_chunk_aa.tar	100007882392153018279145054241673810245.npz	100007882392153018279145054241673810245	170559	0	9232384
crispr_screen_20240615_chunk_aa.tar	100007968895515086790852522551758786144.npz	100007968895515086790852522551758786144	233161	0	9403904
crispr_screen_20240615_chunk_aa.tar	10000799854995326627388994417293517040.npz	10000799854995326627388994417293517040	43692	0	9637888
crispr_screen_20240615_chunk_aa.tar	100008053393405793615195940836834697424.npz	100008053393405793615195940836834697424	41965	0	9682432
crispr_screen_20240615_chunk_aa.tar	100008401979805900642629775665074401486.npz	100008401979805900642629775665074401486	132494	0	9724928
crispr_screen_20240615_chunk_aa.tar	100008444703147656072196371879539100813.npz	100008444703147656072196371879539100813	166433	0	9858048
crispr_screen_20240615_chunk_aa.tar	100008524177720657291995429952177060920.npz	100008524177720657291995429952177060920	96159	0	10025472
crispr_screen_20240615_chunk_aa.tar	100008799985735966852879028189419539612.npz	100008799985735966852879028189419539612	91860	0	10122240
crispr_screen_20240615_chunk_aa.tar	100008898996781084541788985630457571180.npz	100008898996781084541788985630457571180	47542	0	10214912
crispr_screen_20240615_chunk_aa.tar	100008952628093712740883477756467209373.npz	100008952628093712740883477756467209373	25826	0	10263040
crispr_screen_20240615_chunk_aa.tar	100008963755363727131808301000906995100.npz	100008963755363727131808301000906995100	25544	0	10289664
crispr_screen_20240615_chunk_aa.tar	100008995719386548959516765585196937153.npz	100008995719386548959516765585196937153	53497	0	10315776
crispr_screen_20240615_chunk_aa.tar	100009103932430530930061675698666471571.npz	100009103932430530930061675698666471571	65627	0	10370048
crispr_screen_20240615_chunk_aa.tar	100009114434550476638837402313364395916.npz	100009114434550476638837402313364395916	53137	0	10436608
crispr_screen_20240615_chunk_aa.tar	100009170756610327733653597954292773900.npz	100009170756610327733653597954292773900	61492	0	10490368
crispr_screen_20240615_chunk_aa.tar	100009244962291722178684715914814025811.npz	100009244962291722178684715914814025811	30842	0	10552832
crispr_screen_20240615_chunk_aa.tar	100009346198714270965727849602737770043.npz	100009346198714270965727849602737770043	64260	0	10584576
crispr_screen_20240615_chunk_aa.tar	100009392078670171687407627291244787017.npz	100009392078670171687407627291244787017	61203	0	10649600
crispr_screen_20240615_chunk_aa.tar	100009425669132232829197155136622496371.npz	100009425669132232829197155136622496371	141523	0	10711552
crispr_screen_20240615_chunk_aa.tar	100009573876370338309003552105292103618.npz	100009573876370338309003552105292103618	76151	0	10853888
crispr_screen_20240615_chunk_aa.tar	100009642905557077908909108161665339830.npz	100009642905557077908909108161665339830	46458	0	10930688
crispr_screen_20240615_chunk_aa.tar	100009679694356981732187138941235306099.npz	100009679694356981732187138941235306099	204155	0	10977792
crispr_screen_20240615_chunk_aa.tar	100009736071493074636160914218005526015.npz	100009736071493074636160914218005526015	197796	0	11182592
crispr_screen_20240615_chunk_aa.tar	100009796346933829590716281741743231553.npz	100009796346933829590716281741743231553	74052	0	11381248
crispr_screen_20240615_chunk_aa.tar	100009974397588971659627316969158565961.npz	100009974397588971659627316969158565961	80898	0	11456000
crispr_screen_20240615_chunk_aa.tar	100010019825992933928661710990777295807.npz	100010019825992933928661710990777295807	52373	0	11537920
crispr_screen_20240615_chunk_aa.tar	100010087047670026770463702294916361521.npz	100010087047670026770463702294916361521	160070	0	11591168
crispr_screen_20240615_chunk_aa.tar	100010110596564489035038237285168829130.npz	100010110596564489035038237285168829130	71974	0	11751936
crispr_screen_20240615_chunk_aa.tar	100010146829062654230078925603394544260.npz	100010146829062654230078925603394544260	87562	0	11824640
crispr_screen_20240615_chunk_aa.tar	100010147267600493117221576448501154456.npz	100010147267600493117221576448501154456	59613	0	11913216
crispr_screen_20240615_chunk_aa.tar	100010151835258304250121355431418727674.npz	100010151835258304250121355431418727674	105542	0	11973632
crispr_screen_20240615_chunk_aa.tar	100010414184407566323058177269778732811.npz	100010414184407566323058177269778732811	190626	0	12080128
crispr_screen_20240615_chunk_aa.tar	100010425599527669436327736177207678706.npz	100010425599527669436327736177207678706	24670	0	12271616
crispr_screen_20240615_chunk_aa.tar	10001061918926768954970977187147232.npz	10001061918926768954970977187147232	110213	0	12297216
crispr_screen_20240615_chunk_aa.tar	100010682556771085754558272561538514139.npz	100010682556771085754558272561538514139	31847	0	12408320
crispr_screen_20240615_chunk_aa.tar	100010734749497001861041198213183603544.npz	100010734749497001861041198213183603544	23947	0	12441088
crispr_screen_20240615_chunk_aa.tar	100010771462952984876839087039339177239.npz	100010771462952984876839087039339177239	41625	0	12465664
crispr_screen_20240615_chunk_aa.tar	100010834563349881542966070366284863160.npz	100010834563349881542966070366284863160	65987	0	12508160
crispr_screen_20240615_chunk_aa.tar	100010854353980565311074244771640580553.npz	100010854353980565311074244771640580553	41132	0	12574720
crispr_screen_20240615_chunk_aa.tar	100011076416555756448978109056467050282.npz	100011076416555756448978109056467050282	60718	0	12616704
crispr_screen_20240615_chunk_aa.tar	100011137657360099651359825725895929144.npz	100011137657360099651359825725895929144	294771	0	12678144
crispr_screen_20240615_chunk_aa.tar	100011145426351398821628197661897156565.npz	100011145426351398821628197661897156565	110743	0	12973568
crispr_screen_20240615_chunk_aa.tar	100011216008488043674801478617225929900.npz	100011216008488043674801478617225929900	49227	0	13085184
crispr_screen_20240615_chunk_aa.tar	100011319778920624935837578045694367883.npz	100011319778920624935837578045694367883	38932	0	13135360
crispr_screen_20240615_chunk_aa.tar	100011444041435257886659177387411703333.npz	100011444041435257886659177387411703333	48763	0	13175296
crispr_screen_20240615_chunk_aa.tar	100011577789278629045207823069569946564.npz	100011577789278629045207823069569946564	132771	0	13224960
crispr_screen_20240615_chunk_aa.tar	10001162659065479290246461621167267160.npz	10001162659065479290246461621167267160	54916	0	13358592
crispr_screen_20240615_chunk_aa.tar	100011709390942576740446733283433326156.npz	100011709390942576740446733283433326156	73219	0	13414400
crispr_screen_20240615_chunk_aa.tar	100011710159314056787969566588043777646.npz	100011710159314056787969566588043777646	108835	0	13488640
crispr_screen_20240615_chunk_aa.tar	100011737640477956205484830097441191458.npz	100011737640477956205484830097441191458	79298	0	13598208
crispr_screen_20240615_chunk_aa.tar	100011761959338563258144612461327612688.npz	100011761959338563258144612461327612688	80952	0	13678080
crispr_screen_20240615_chunk_aa.tar	100011915922457508358250864893343530541.npz	100011915922457508358250864893343530541	39230	0	13760000
crispr_screen_20240615_chunk_aa.tar	100011933151463804476482349834909642964.npz	100011933151463804476482349834909642964	74077	0	13799936
crispr_screen_20240615_chunk_aa.tar	100012005663794325685758684425319344506.npz	100012005663794325685758684425319344506	84648	0	13874688
crispr_screen_20240615_chunk_aa.tar	100012022585665838318223339815230169176.npz	100012022585665838318223339815230169176	178242	0	13960192
crispr_screen_20240615_chunk_aa.tar	100012093147277267301720992345843698429.npz	100012093147277267301720992345843698429	47577	0	14139392
crispr_screen_20240615_chunk_aa.tar	100012160041654568219510471384215389287.npz	100012160041654568219510471384215389287	84032	0	14187520
crispr_screen_20240615_chunk_aa.tar	100012189725729184691109968392504606939.npz	100012189725729184691109968392504606939	34900	0	14272512
crispr_screen_20240615_chunk_aa.tar	100012222845927539782539907073311422199.npz	100012222845927539782539907073311422199	164386	0	14308352
crispr_screen_20240615_chunk_aa.tar	100012283284992772971832138335793318652.npz	100012283284992772971832138335793318652	27974	0	14473728
crispr_screen_20240615_chunk_aa.tar	100012397571941216234736872418515213794.npz	100012397571941216234736872418515213794	49590	0	14502400
